dt,close,Soma_Volumes,return,position_linear_regression,return_linear_regression,position_ridge_regression,return_ridge_regression,position_logistic_regression,return_logistic_regression,position_lgbm_regression,return_lgbm_regression,position_lgbm_classifier,return_lgbm_classifier,position_xgboost_regression,return_xgboost_regression,position_xgboost_classifier,return_xgboost_classifier,position_gnb,return_gnb,position_random_forest,return_random_forest,position_svc,return_svc,position_linear_svc,return_linear_svc
04/01/19,200.1173077,52,0.1059468821729140,0,0,0,0,0,0,1,0.2809987674927200,1,0.2809987674927200,1,0.2809987674927200,1,0.2809987674927200,0,0,1,0.2809987674927200,0,0,0,0
07/01/19,265.0457627,29.5,0.2809987674927200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08/01/19,178.9268293,41,-0.392925553,1,0.1275652252643390,1,0.1275652252643390,1,0.1275652252643390,1,0.1275652252643390,1,0.1275652252643390,1,0.1275652252643390,1,0.1275652252643390,1,0.1275652252643390,1,0.1275652252643390,1,0.1275652252643390,1,0.1275652252643390
09/01/19,203.2714286,17.5,0.1275652252643390,1,0.1379864047345850,1,0.1379864047345850,1,0.1379864047345850,1,0.1379864047345850,1,0.1379864047345850,1,0.1379864047345850,1,0.1379864047345850,0,0,1,0.1379864047345850,0,0,0,0
10/01/19,233.3474576,23.6,0.1379864047345850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/01/19,199.9800129,15.51,-0.154311151,1,-0.186229638,1,-0.186229638,1,-0.186229638,0,0,0,0,0,0,1,-0.186229638,0,0,0,0,0,0,0,0
14/01/19,166,10,-0.186229638,1,0.1762792423379920,1,0.1762792423379920,1,0.1762792423379920,1,0.1762792423379920,1,0.1762792423379920,1,0.1762792423379920,1,0.1762792423379920,1,0.1762792423379920,1,0.1762792423379920,1,0.1762792423379920,1,0.1762792423379920
15/01/19,198,0.85,0.1762792423379920,1,0.192371893,1,0.192371893,0,0,1,0.192371893,1,0.192371893,1,0.192371893,1,0.192371893,0,0,1,0.192371893,0,0,0,0
16/01/19,240,2,0.192371893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17/01/19,115,8,-0.735706795,1,0.8157495026522770,1,0.8157495026522770,1,0.8157495026522770,1,0.8157495026522770,1,0.8157495026522770,1,0.8157495026522770,1,0.8157495026522770,1,0.8157495026522770,1,0.8157495026522770,1,0.8157495026522770,1,0.8157495026522770
18/01/19,260,1,0.8157495026522770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.162176373,0,0,0,0,0,0
21/01/19,221.075718,19.15,-0.162176373,0,0,1,-0.145484167,1,-0.145484167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24/01/19,191.1428571,10.5,-0.145484167,0,0,1,0.1406064547195010,1,0.1406064547195010,1,0.1406064547195010,1,0.1406064547195010,1,0.1406064547195010,1,0.1406064547195010,0,0,1,0.1406064547195010,0,0,1,0.1406064547195010
30/01/19,220,5,0.1406064547195010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31/01/19,207.9066667,15,-0.056538285,1,-0.072975216,1,-0.072975216,1,-0.072975216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/02/19,193.275,10,-0.072975216,1,0.030677112,1,0.030677112,1,0.030677112,1,0.030677112,1,0.030677112,1,0.030677112,1,0.030677112,0,0,1,0.030677112,1,0.030677112,0,0
07/02/19,199.296,25,0.030677112,1,0.111739794,0,0,1,0.111739794,1,0.111739794,1,0.111739794,1,0.111739794,1,0.111739794,0,0,1,0.111739794,0,0,0,0
11/02/19,222.8571429,7,0.111739794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/02/19,193.17,30,-0.142960321,1,0.1525297719862180,1,0.1525297719862180,1,0.1525297719862180,1,0.1525297719862180,1,0.1525297719862180,1,0.1525297719862180,1,0.1525297719862180,0,0,1,0.1525297719862180,1,0.1525297719862180,0,0
15/02/19,225,3,0.1525297719862180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18/02/19,207.25,20,-0.082174608,1,-0.057845516,1,-0.057845516,1,-0.057845516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21/02/19,195.6016667,30,-0.057845516,1,0.071027252,1,0.071027252,1,0.071027252,1,0.071027252,1,0.071027252,1,0.071027252,1,0.071027252,0,0,1,0.071027252,0,0,0,0
27/02/19,210,3,0.071027252,1,-0.0451219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28/02/19,200.735,6,-0.0451219,1,0.1051861412256590,1,0.1051861412256590,1,0.1051861412256590,1,0.1051861412256590,1,0.1051861412256590,1,0.1051861412256590,1,0.1051861412256590,0,0,1,0.1051861412256590,0,0,0,0
12/03/19,223,10,0.1051861412256590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14/03/19,175.33,5,-0.240501859,1,0.1670717492877990,1,0.1670717492877990,1,0.1670717492877990,1,0.1670717492877990,1,0.1670717492877990,1,0.1670717492877990,1,0.1670717492877990,1,0.1670717492877990,1,0.1670717492877990,1,0.1670717492877990,1,0.1670717492877990
15/03/19,207.2118421,38,0.1670717492877990,1,0.011945814,0,0,0,0,0,0,1,0.011945814,0,0,0,0,0,0,1,0.011945814,0,0,0,0
18/03/19,209.702,5,0.011945814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19/03/19,189.385,40,-0.101905495,1,0.1406565061151080,1,0.1406565061151080,1,0.1406565061151080,1,0.1406565061151080,1,0.1406565061151080,1,0.1406565061151080,1,0.1406565061151080,0,0,1,0.1406565061151080,1,0.1406565061151080,0,0
21/03/19,217.9876667,30,0.1406565061151080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22/03/19,185.96,45,-0.158906889,1,0.033265012,1,0.033265012,1,0.033265012,1,0.033265012,1,0.033265012,1,0.033265012,1,0.033265012,1,0.033265012,1,0.033265012,1,0.033265012,0,0
25/03/19,192.25,20,0.033265012,1,0.1325556241294730,0,0,1,0.1325556241294730,1,0.1325556241294730,1,0.1325556241294730,1,0.1325556241294730,1,0.1325556241294730,0,0,1,0.1325556241294730,0,0,0,0
27/03/19,219.5,4,0.1325556241294730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28/03/19,171,5,-0.249688676,1,0.2876820724517810,1,0.2876820724517810,1,0.2876820724517810,1,0.2876820724517810,1,0.2876820724517810,1,0.2876820724517810,1,0.2876820724517810,1,0.2876820724517810,1,0.2876820724517810,1,0.2876820724517810,1,0.2876820724517810
29/03/19,228,1.5,0.2876820724517810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/04/19,195.76,5,-0.15245621,1,0.1392109830700040,1,0.1392109830700040,1,0.1392109830700040,1,0.1392109830700040,1,0.1392109830700040,1,0.1392109830700040,1,0.1392109830700040,1,0.1392109830700040,1,0.1392109830700040,1,0.1392109830700040,0,0
04/04/19,225,1,0.1392109830700040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05/04/19,225,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09/04/19,224,3,-0.00445435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/04/19,224,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/04/19,163,10,-0.317895851,1,0.1894535279312260,1,0.1894535279312260,1,0.1894535279312260,1,0.1894535279312260,1,0.1894535279312260,1,0.1894535279312260,1,0.1894535279312260,1,0.1894535279312260,1,0.1894535279312260,1,0.1894535279312260,1,0.1894535279312260
