dt,SMA_1,SMA_30,CrossOver_x,EMA_33,EMA_88,CrossOver_y,BBands_mid_7_7.0,BBands_top_7_7.0,BBands_bot_7_7.0
2024-03-11,92.62628969311343,78.25692542819317,0.0,,,0.0,88.16202598829194,117.45762987292696,58.86642210365692
2024-03-12,93.69187271310652,79.00289882039483,0.0,,,0.0,89.7496478520195,116.77836267088772,62.72093303315128
2024-03-13,91.32783921614924,79.64441181087717,0.0,,,0.0,91.10682520569098,105.88584772898716,76.32780268239479
2024-03-14,88.61069480334459,80.20729703995418,0.0,,,0.0,91.40889436175692,101.8376416751859,80.98014704832791
2024-03-15,88.54488252655477,80.7576436988853,0.0,,,0.0,91.11169956804522,103.6635947304878,78.55980440560265
2024-03-16,88.11143179084371,81.28458760618855,0.0,,,0.0,90.69122229314598,105.24716193476372,76.13528265152826
2024-03-17,87.60347881793336,81.78190420697257,0.0,,,0.0,90.07378422300653,105.86205092104524,74.2855175249678
2024-03-18,84.89432249578476,82.17863936081451,0.0,,,0.0,88.969217480531,107.18093969040534,70.75749527065666
2024-03-19,83.49887654702087,82.51858341349389,0.0,,,0.0,87.5130751710902,104.27964182587192,70.74650851630845
2024-03-20,77.76666912943821,82.65878693846577,-1.0,,,0.0,85.5757651587029,111.2719217844233,59.87960853298249
2024-03-21,77.59230476691646,82.80240694361831,0.0,,,0.0,84.00170943921317,114.34246485982882,53.66095401859753
2024-03-22,77.90313810418284,82.9624287997552,0.0,,,0.0,82.48146023601717,112.86533374699393,52.09758672504043
2024-03-23,76.3682930037704,83.06846871221803,0.0,,,0.0,80.80386898072098,109.52664910847766,52.0810888529643
2024-03-24,76.41068927717451,83.16441789272457,0.0,,,0.0,79.20489904632687,101.81412057978486,56.59567751286889
2024-03-25,79.57393384556292,83.35419427240787,0.0,,,0.0,78.44484352486661,94.48344993035256,62.40623711938068
2024-03-26,81.92888932215395,83.65978900984356,0.0,,,0.0,78.2205596355999,90.9067455416955,65.5343737295043
2024-03-27,84.39715331256107,84.13573022015673,1.0,,,0.0,79.16777166176031,98.72757846939952,59.60796485412111
2024-03-28,84.28851418431778,84.32588745119278,-1.0,,,0.0,80.12437300710336,102.57267312335952,57.6760728908472
2024-03-29,84.61827584864577,84.51088591681481,1.0,,,0.0,81.08367839916949,104.86732931675051,57.30002748158844
2024-03-30,85.35325271091992,84.69382923956216,0.0,,,0.0,82.36724407161942,103.7423086952664,60.99217944797247
2024-03-31,85.1652289164661,84.78926503103058,0.0,,,0.0,83.61789259151821,97.281297825157,69.95448735787943
2024-04-01,77.0830072463768,84.60926138749853,-1.0,,,0.0,83.26204593449162,102.3654957852948,64.15859608368845
2024-04-02,77.10624828221883,84.4048364852158,0.0,,,0.0,82.57309721450089,106.95546167902889,58.19073274997292
2024-04-03,73.6835238730927,84.08855675508599,0.0,,,0.0,81.04257872314827,112.81676912854886,49.26838831774768
2024-04-04,72.72050027305201,83.7599561086206,0.0,,,0.0,79.39000530725316,115.26236902987036,43.51764158463597
2024-04-05,72.98562298666423,83.46522361682779,0.0,,,0.0,77.72819775554152,113.04500631492677,42.41138919615628
2024-04-06,72.37527037164085,82.99452560551971,0.0,,,0.0,75.87420027850165,105.41121977531375,46.33718078168954
2024-04-07,72.03627939403754,82.37489338256974,0.0,,,0.0,73.99863606101185,88.10222319833633,59.895048923687376
2024-04-08,69.6264925609913,81.66061737743149,0.0,,,0.0,72.93341967738534,87.44298931664052,58.42385003813016
2024-04-09,67.60840511392483,80.85004603759869,0.0,,,0.0,71.57658493905764,85.60945909288385,57.54371078523143
2024-04-10,66.6632815662348,79.98461243336939,0.0,,,0.0,70.57369318093508,87.47183696957646,53.675549392293696
2024-04-11,67.0891622278164,79.09785541719306,0.0,,,0.0,69.76921631732999,87.27828603074546,52.26014660391452
2024-04-12,67.32509237032153,78.29776385566545,0.0,,,0.0,68.96056908642389,84.57867413829536,53.34246403455242
2024-04-13,67.52042152086423,77.59475474624945,0.0,,,0.0,68.26701925059866,80.64653980071192,55.88749870048541
2024-04-14,68.02679237379328,76.91081840782407,0.0,,,0.0,67.69423539056376,73.86912416277178,61.51934661835573
2024-04-15,67.92314281122285,76.2378754418367,0.0,,,0.0,67.45089971202542,70.52649994954822,64.37529947450261
2024-04-16,67.33750692520776,75.56234304541252,0.0,,,0.0,67.41219997078012,70.46216403609294,64.3622359054673
2024-04-17,67.09184615384616,74.96892716734789,0.0,,,0.0,67.47342348329603,69.9046469887435,65.04219997784857
2024-04-18,67.06975850340137,74.42128989922725,0.0,,,0.0,67.4706515226653,69.92370923777868,65.01759380755193
2024-04-19,66.98976464960536,74.06205974989948,0.0,,,0.0,67.422747562563,70.1385348330186,64.70696029210741
2024-04-20,66.32484513331775,73.68647776211286,0.0,,,0.0,67.25195093577065,71.03573797972288,63.46816389181843
2024-04-21,66.29530423280423,73.29954996640024,0.0,,,0.0,67.00459548705793,70.68189732850658,63.32729364560928
2024-04-22,66.08346153846153,72.95672225088994,0.0,,,0.0,66.74178387666345,69.9310520685057,63.55251568482118
2024-04-23,65.9298767553805,72.60736183349681,0.0,,,0.0,66.54069385240241,69.75319435288519,63.32819335191965
2024-04-24,65.93493307102028,72.1527284743454,0.0,,,0.0,66.37542055485586,69.4452662250005,63.30557488471124
2024-04-25,66.002652213867,71.62185390406916,0.0,,,0.0,66.2229767992081,68.64850642180295,63.79744717661325
2024-04-26,66.12711389762725,71.01285259023803,0.0,,,0.0,66.09974097749694,67.14262651718394,65.05685543780993
2024-04-27,66.2342432013591,70.41104355747275,0.0,,,0.0,66.08679784435999,67.00947563730347,65.16412005141652
2024-04-28,66.22353208733045,69.79788543209557,0.0,,,0.0,66.07654468072087,66.89674736486246,65.25634199657928
2024-04-29,66.40229890789409,69.1661869719947,0.0,,,0.0,66.1220928763541,67.26819539795595,64.97599035475226
2024-04-30,66.88511086474502,68.556849703604,0.0,,,0.0,66.2585548919776,68.31228921766905,64.20482056628614
