dt,type_sma,price_sma,portfolio_value_sma,dt_sma,type_ema,price_ema,portfolio_value_ema,dt_ema,type_bbands,price_bbands,portfolio_value_bbands,dt_bbands
2019-04-03,sell,212.52508073862293,17245747.544644695,2019-04-03,,,,,,,,
2019-06-13,buy,112.45069840030672,17504777.88718874,2019-06-13,,,,,,,,
2019-08-19,sell,220.42312917756465,33788095.69159761,2019-08-19,,,,,,,,
2019-09-19,buy,208.566287480532,33707500.00380795,2019-09-19,,,,,,,,
2019-11-06,sell,279.63732319133163,45290161.03999771,2019-11-06,,,,,,,,
2019-11-14,buy,286.07040277041125,45294438.153692186,2019-11-14,,,,,,,,
2019-11-15,sell,286.09744572497925,45294438.153692186,2019-11-15,,,,,,,,
2019-12-26,buy,218.3926738840005,48929850.33709484,2019-12-26,,,,,,,,
2020-01-21,sell,277.32073030369884,57503801.09134591,2020-01-21,,,,,,,,
2020-04-28,buy,44.10199831461213,58909120.68371374,2020-04-28,,,,,,,,
2020-06-22,sell,102.91759521659904,134115762.48833913,2020-06-22,,,,,,,,
2020-07-28,buy,88.88824949118353,136035292.68601733,2020-07-28,,,,,,,,
2020-08-12,sell,87.79545581041839,132468589.1093534,2020-08-12,,,,,,,,
2020-09-04,buy,83.34662608066279,133460806.028887,2020-09-04,,,,,,,,
2020-12-01,sell,414.41674281085454,658135430.1213341,2020-12-01,,,,,,,,
2020-12-29,buy,310.5904787885074,637936770.5209464,2020-12-29,,,,,,,,
2021-01-04,sell,259.0323115931609,548993802.079524,2021-01-04,,,,,,,,
2021-01-05,buy,291.45847108353735,528074634.5635496,2021-01-05,,,,,,,,
2021-01-17,sell,267.64554805898604,504184381.87530416,2021-01-17,,,,,,,,
2021-03-25,buy,119.03196119688936,519964666.3375361,2021-03-25,,,,,,,,
2021-08-20,sell,575.7506967045945,2436777836.489035,2021-08-20,,,,,,,,
2021-09-08,buy,575.0848324514991,2416204890.598444,2021-09-08,,,,,,,,
2021-09-09,sell,570.2247171364162,2416204890.598444,2021-09-09,,,,,,,,
2021-12-07,buy,108.1490785449748,2490606413.0039635,2021-12-07,,,,,,,,
2021-12-29,sell,113.00581681239312,2524602961.3734245,2021-12-29,,,,,,,,
2022-03-09,buy,61.31960189172019,2527290249.627355,2022-03-09,,,,,,,,
2022-03-11,sell,61.12863837957397,2516748614.550208,2022-03-11,,,,,,,,
2022-03-12,buy,61.39199009030192,2513131801.5784893,2022-03-12,,,,,,,,
2022-03-14,sell,61.03781979977753,2502244000.6186843,2022-03-14,,,,,,,,
2022-04-13,buy,59.88509127789047,2489747302.626827,2022-04-13,,,,,,,,
2022-04-20,sell,58.82727272727273,2458088172.67358,2022-04-20,,,,,,,,
2022-04-23,buy,59.2528735632184,2463025843.236145,2022-04-23,,,,,,,,
2022-04-28,sell,59.29761475259059,2459942393.596406,2022-04-28,,,,,,,,
2022-04-29,buy,59.43242799051298,2462659446.422861,2022-04-29,,,,,,,,
2022-05-26,sell,65.57174608274069,2713798444.8778186,2022-05-26,,,,,,,,
2022-07-05,buy,61.97251742259956,2784782629.9082294,2022-07-05,,,,,,,,
2022-08-11,sell,85.5381590394005,3744715283.825213,2022-08-11,,,,,,,,
2022-10-25,buy,57.99000179211485,3752274883.11376,2022-10-25,,,,,,,,
2022-10-30,sell,56.29210233592924,3635182640.428747,2022-10-30,,,,,,,,
2022-12-04,buy,56.02659769403138,3638196654.216527,2022-12-04,,,,,,,,
2023-02-16,sell,67.48361559842297,4377807522.341689,2023-02-16,,,,,,,,
2023-02-28,buy,69.06037557762266,4384836414.856627,2023-02-28,,,,,,,,
2023-03-23,sell,69.00971986417656,4374599613.023846,2023-03-23,,,,,,,,
2023-03-26,buy,69.55583107608963,4375212859.164185,2023-03-26,,,,,,,,
2023-04-01,sell,69.44927860553801,4367904865.35904,2023-04-01,,,,,,,,
2023-04-07,buy,69.9248997389324,4367040980.818608,2023-04-07,,,,,,,,
2023-04-12,sell,69.3,4328909088.225908,2023-04-12,,,,,,,,
2023-04-20,buy,69.3933015873016,4329266740.772024,2023-04-20,,,,,,,,
2023-04-22,sell,69.40477954144622,4329624393.318141,2023-04-22,,,,,,,,
2023-04-23,buy,69.49757692307693,4330239579.051717,2023-04-23,,,,,,,,
2023-04-27,sell,69.25777874691089,4314700148.805327,2023-04-27,,,,,,,,
2023-05-12,buy,69.3733431085044,4329077793.120495,2023-05-12,,,,,,,,
2023-06-17,sell,71.12,4423225579.682395,2023-06-17,,,,,,,,
2023-06-20,buy,71.426,4424689730.346061,2023-06-20,,,,,,,,
2023-06-27,sell,71.23222222222222,4411237416.50195,2023-06-27,,,,,,,,
2023-07-02,buy,71.31853658536586,4411766826.949678,2023-07-02,,,,,,,,
2023-07-20,sell,71.34903225806451,4413121769.002469,2023-07-20,,,,,,,,
2023-09-13,buy,69.4738888888889,4412874985.709691,2023-09-13,,,,,,,,
2023-10-17,sell,77.33176468363514,4911771259.453797,2023-10-17,,,,,,,,
2023-10-24,buy,80.43062393020578,5067386311.194457,2023-10-24,,,,,,,,
2023-11-01,sell,80.959863073429,4944058770.969421,2023-11-01,,,,,,,,
2023-11-10,buy,80.20417053980572,4943085176.120689,2023-11-10,,,,,,,,
2023-11-25,sell,80.38695974430014,4955315264.686433,2023-11-25,,,,,,,,
2023-12-19,buy,78.03849955613526,4814221630.03237,2023-12-19,,,,,,,,
2023-12-20,sell,75.81427249329288,4814221630.03237,2023-12-20,,,,,,,,
2024-02-08,buy,65.4558819634504,4810156119.021516,2024-02-08,,,,,,,,
2024-02-13,sell,64.55364307587172,4747929059.357027,2024-02-13,,,,,,,,
2024-02-28,buy,64.74931629839232,4773676446.101983,2024-02-28,,,,,,,,
2024-03-07,sell,64.22188715108348,4709292443.395715,2024-03-07,,,,,,,,
2024-03-09,buy,65.32480390311767,4732579211.236475,2024-03-09,,,,,,,,
2024-03-20,sell,64.91169535232731,4679541026.954583,2024-03-20,,,,,,,,
2024-04-19,buy,65.03947368421052,4669137723.836163,2024-04-19,,,,,,,,
2024-04-24,sell,62.17466666666667,4473626241.570408,2024-04-24,,,,,,,,
2024-05-16,buy,63.958067947838025,4472656749.025717,2024-05-16,,,,,,,,
2024-05-22,sell,62.787805061341054,4391852529.648644,2024-05-22,,,,,,,,
2024-05-23,buy,62.82203290361704,4390110558.850382,2024-05-23,,,,,,,,
2024-07-23,sell,104.34090439164106,7291513491.634931,2024-07-23,,,,,,,,
2024-08-05,buy,103.16016800760276,8170483693.32603,2024-08-05,,,,,,,,
2024-10-13,sell,449.3214301592359,31734261372.459816,2024-10-13,,,,,,,,
2016-01-06,,,,,,,,,buy,70.83333333333333,97233.7142857143,2016-01-06
2017-01-19,,,,,,,,,buy,120.80921658986172,206106.45990783416,2017-01-19
