,data,produto,submercado,expiracao,volume,VWAP,M,H,h,h_cresc
2109,2020-09-24,SE CON MEN OUT/20,SE,2020-11-01,127.0,186.99889763779527,1.0,292.0,37.0,254.0
2110,2020-09-25,SE CON MEN OUT/20,SE,2020-11-01,192.09,189.25160081211934,1.0,292.0,36.0,255.0
2111,2020-09-26,SE CON MEN OUT/20,SE,2020-11-01,,198.71626082994743,1.0,292.0,35.0,256.0
2112,2020-09-27,SE CON MEN OUT/20,SE,2020-11-01,,208.18092084777555,1.0,292.0,34.0,257.0
2113,2020-09-28,SE CON MEN OUT/20,SE,2020-11-01,175.6,217.64558086560365,1.0,292.0,33.0,258.0
2114,2020-09-29,SE CON MEN OUT/20,SE,2020-11-01,45.0,215.94888888888892,1.0,292.0,32.0,259.0
2115,2020-09-30,SE CON MEN OUT/20,SE,2020-11-01,92.6,221.4389308855292,1.0,292.0,31.0,260.0
2116,2020-10-01,SE CON MEN NOV/20,SE,2020-12-01,386.3,227.98151177841052,1.0,378.0,60.0,317.0
2117,2020-10-02,SE CON MEN NOV/20,SE,2020-12-01,235.02,242.93738830737811,1.0,378.0,59.0,318.0
2118,2020-10-03,SE CON MEN NOV/20,SE,2020-12-01,,252.96712983932733,1.0,378.0,58.0,319.0
2119,2020-10-04,SE CON MEN NOV/20,SE,2020-12-01,,262.99687137127654,1.0,378.0,57.0,320.0
2120,2020-10-05,SE CON MEN NOV/20,SE,2020-12-01,198.4,273.0266129032258,1.0,378.0,56.0,321.0
2121,2020-10-06,SE CON MEN NOV/20,SE,2020-12-01,288.8,297.51134002770084,1.0,378.0,55.0,322.0
2122,2020-10-07,SE CON MEN NOV/20,SE,2020-12-01,372.45,316.875516176668,1.0,378.0,54.0,323.0
2123,2020-10-08,SE CON MEN NOV/20,SE,2020-12-01,339.0,313.86766961651915,1.0,378.0,53.0,324.0
2124,2020-10-09,SE CON MEN NOV/20,SE,2020-12-01,240.5,295.2577505197506,1.0,378.0,52.0,325.0
2125,2020-10-10,SE CON MEN NOV/20,SE,2020-12-01,,290.78928553418984,1.0,378.0,51.0,326.0
2126,2020-10-11,SE CON MEN NOV/20,SE,2020-12-01,,286.32082054862906,1.0,378.0,50.0,327.0
2127,2020-10-12,SE CON MEN NOV/20,SE,2020-12-01,,281.8523555630683,1.0,378.0,49.0,328.0
2128,2020-10-13,SE CON MEN NOV/20,SE,2020-12-01,329.0,277.38389057750754,1.0,378.0,48.0,329.0
2129,2020-10-14,SE CON MEN NOV/20,SE,2020-12-01,427.7,290.28975683890576,1.0,378.0,47.0,330.0
2130,2020-10-15,SE CON MEN NOV/20,SE,2020-12-01,413.82,295.2268715866802,1.0,378.0,46.0,331.0
2131,2020-10-16,SE CON MEN NOV/20,SE,2020-12-01,183.6,270.91974400871453,1.0,378.0,45.0,332.0
2132,2020-10-17,SE CON MEN NOV/20,SE,2020-12-01,,265.5412294277562,1.0,378.0,44.0,333.0
2133,2020-10-18,SE CON MEN NOV/20,SE,2020-12-01,,260.1627148467979,1.0,378.0,43.0,334.0
2134,2020-10-19,SE CON MEN NOV/20,SE,2020-12-01,225.7,254.7842002658396,1.0,378.0,42.0,335.0
2135,2020-10-20,SE CON MEN NOV/20,SE,2020-12-01,252.0,282.7398888888889,1.0,378.0,41.0,336.0
2136,2020-10-21,SE CON MEN NOV/20,SE,2020-12-01,286.88,325.35845998326823,1.0,378.0,40.0,337.0
2137,2020-10-22,SE CON MEN NOV/20,SE,2020-12-01,388.8,357.5924639917695,1.0,378.0,39.0,338.0
2138,2020-10-23,SE CON MEN NOV/20,SE,2020-12-01,284.6,392.1750527055516,1.0,378.0,38.0,339.0
2139,2020-10-24,SE CON MEN NOV/20,SE,2020-12-01,,382.48575258806693,1.0,378.0,37.0,340.0
2140,2020-10-25,SE CON MEN NOV/20,SE,2020-12-01,,372.7964524705822,1.0,378.0,36.0,341.0
2141,2020-10-26,SE CON MEN NOV/20,SE,2020-12-01,376.1,363.10715235309755,1.0,378.0,35.0,342.0
2142,2020-10-27,SE CON MEN NOV/20,SE,2020-12-01,275.5,344.73235208711435,1.0,378.0,34.0,343.0
2143,2020-10-28,SE CON MEN NOV/20,SE,2020-12-01,212.1,362.84049976426223,1.0,378.0,33.0,344.0
2144,2020-10-29,SE CON MEN NOV/20,SE,2020-12-01,233.2,380.8359562607204,1.0,378.0,32.0,345.0
2145,2020-10-30,SE CON MEN NOV/20,SE,2020-12-01,282.75,392.5224721485411,1.0,378.0,31.0,346.0
2146,2020-10-31,SE CON MEN NOV/20,SE,2020-12-01,,407.7887854377189,1.0,378.0,30.0,347.0
2147,2020-11-01,SE CON MEN DEZ/20,SE,2021-01-01,,282.65341354089094,1.0,449.0,60.0,388.0
2148,2020-11-02,SE CON MEN DEZ/20,SE,2021-01-01,,298.8168209101388,1.0,449.0,59.0,389.0
2149,2020-11-03,SE CON MEN DEZ/20,SE,2021-01-01,293.5,314.98022827938667,1.0,449.0,58.0,390.0
2150,2020-11-04,SE CON MEN DEZ/20,SE,2021-01-01,305.7,348.15558390578997,1.0,449.0,57.0,391.0
2151,2020-11-05,SE CON MEN DEZ/20,SE,2021-01-01,339.4,323.56629345904537,1.0,449.0,56.0,392.0
2152,2020-11-06,SE CON MEN DEZ/20,SE,2021-01-01,173.3,345.65862665897293,1.0,449.0,55.0,393.0
2153,2020-11-07,SE CON MEN DEZ/20,SE,2021-01-01,,344.5729108120918,1.0,449.0,54.0,394.0
2154,2020-11-08,SE CON MEN DEZ/20,SE,2021-01-01,,343.4871949652107,1.0,449.0,53.0,395.0
2155,2020-11-09,SE CON MEN DEZ/20,SE,2021-01-01,172.4,342.4014791183295,1.0,449.0,52.0,396.0
2156,2020-11-10,SE CON MEN DEZ/20,SE,2021-01-01,138.3,344.7844179320318,1.0,449.0,51.0,397.0
2157,2020-11-11,SE CON MEN DEZ/20,SE,2021-01-01,203.8,371.4983807654563,1.0,449.0,50.0,398.0
2158,2020-11-12,SE CON MEN DEZ/20,SE,2021-01-01,248.5,401.1952515090543,1.0,449.0,49.0,399.0
2159,2020-11-13,SE CON MEN DEZ/20,SE,2021-01-01,418.7,430.74376880821603,1.0,449.0,48.0,400.0
2160,2020-11-14,SE CON MEN DEZ/20,SE,2021-01-01,,441.44519077600654,1.0,449.0,47.0,401.0
2161,2020-11-15,SE CON MEN DEZ/20,SE,2021-01-01,,452.146612743797,1.0,449.0,46.0,402.0
2162,2020-11-16,SE CON MEN DEZ/20,SE,2021-01-01,195.9,462.8480347115875,1.0,449.0,45.0,403.0
2163,2020-11-17,SE CON MEN DEZ/20,SE,2021-01-01,174.8,452.94416475972537,1.0,449.0,44.0,404.0
2164,2020-11-18,SE CON MEN DEZ/20,SE,2021-01-01,141.4,454.5049504950495,1.0,449.0,43.0,405.0
2165,2020-11-19,SE CON MEN DEZ/20,SE,2021-01-01,108.0,468.22274074074073,1.0,449.0,42.0,406.0
2166,2020-11-20,SE CON MEN DEZ/20,SE,2021-01-01,76.2,462.0459317585302,1.0,449.0,41.0,407.0
2167,2020-11-21,SE CON MEN DEZ/20,SE,2021-01-01,,469.20938863742333,1.0,449.0,40.0,408.0
2168,2020-11-22,SE CON MEN DEZ/20,SE,2021-01-01,,476.3728455163165,1.0,449.0,39.0,409.0
2169,2020-11-23,SE CON MEN DEZ/20,SE,2021-01-01,66.8,483.53630239520965,1.0,449.0,38.0,410.0
2170,2020-11-24,SE CON MEN DEZ/20,SE,2021-01-01,161.7,449.75961657390235,1.0,449.0,37.0,411.0
2171,2020-11-25,SE CON MEN DEZ/20,SE,2021-01-01,143.1,447.4745632424878,1.0,449.0,36.0,412.0
2172,2020-11-26,SE CON MEN DEZ/20,SE,2021-01-01,118.7,465.0871946082561,1.0,449.0,35.0,413.0
2173,2020-11-27,SE CON MEN DEZ/20,SE,2021-01-01,58.9,457.0254668930391,1.0,449.0,34.0,414.0
2174,2020-11-28,SE CON MEN DEZ/20,SE,2021-01-01,,429.1057053050644,1.0,449.0,33.0,415.0
2175,2020-11-29,SE CON MEN DEZ/20,SE,2021-01-01,,401.1859437170897,1.0,449.0,32.0,416.0
2176,2020-11-30,SE CON MEN DEZ/20,SE,2021-01-01,233.9,373.266182129115,1.0,449.0,31.0,417.0
2177,2020-12-01,SE CON MEN JAN/21,SE,2021-02-01,261.8,211.4551527883881,1.0,167.0,61.0,105.0
2178,2020-12-02,SE CON MEN JAN/21,SE,2021-02-01,288.5,198.67530329289428,1.0,167.0,60.0,106.0
2179,2020-12-03,SE CON MEN JAN/21,SE,2021-02-01,202.7,205.01484953132712,1.0,167.0,59.0,107.0
2180,2020-12-04,SE CON MEN JAN/21,SE,2021-02-01,374.0,179.32532352941178,1.0,167.0,58.0,108.0
2181,2020-12-05,SE CON MEN JAN/21,SE,2021-02-01,,196.16027466399404,1.0,167.0,57.0,109.0
2182,2020-12-06,SE CON MEN JAN/21,SE,2021-02-01,,212.99522579857629,1.0,167.0,56.0,110.0
2183,2020-12-07,SE CON MEN JAN/21,SE,2021-02-01,305.2,229.83017693315855,1.0,167.0,55.0,111.0
2184,2020-12-08,SE CON MEN JAN/21,SE,2021-02-01,386.02,269.5113828299052,1.0,167.0,54.0,112.0
2185,2020-12-09,SE CON MEN JAN/21,SE,2021-02-01,360.6,282.4686827509706,1.0,167.0,53.0,113.0
2186,2020-12-10,SE CON MEN JAN/21,SE,2021-02-01,301.8,254.98160702451958,1.0,167.0,52.0,114.0
2187,2020-12-11,SE CON MEN JAN/21,SE,2021-02-01,236.9,229.7507809202195,1.0,167.0,51.0,115.0
2188,2020-12-12,SE CON MEN JAN/21,SE,2021-02-01,,217.94789939624488,1.0,167.0,50.0,116.0
2189,2020-12-13,SE CON MEN JAN/21,SE,2021-02-01,,206.14501787227027,1.0,167.0,49.0,117.0
2190,2020-12-14,SE CON MEN JAN/21,SE,2021-02-01,296.3,194.34213634829564,1.0,167.0,48.0,118.0
2191,2020-12-15,SE CON MEN JAN/21,SE,2021-02-01,115.98,198.5983790308674,1.0,167.0,47.0,119.0
2192,2020-12-16,SE CON MEN JAN/21,SE,2021-02-01,229.2,199.30645724258287,1.0,167.0,46.0,120.0
2193,2020-12-17,SE CON MEN JAN/21,SE,2021-02-01,92.4,190.67646103896104,1.0,167.0,45.0,121.0
2194,2020-12-18,SE CON MEN JAN/21,SE,2021-02-01,166.2,199.7320697954272,1.0,167.0,44.0,122.0
2195,2020-12-19,SE CON MEN JAN/21,SE,2021-02-01,,201.4121968570822,1.0,167.0,43.0,123.0
2196,2020-12-20,SE CON MEN JAN/21,SE,2021-02-01,,203.09232391873718,1.0,167.0,42.0,124.0
2197,2020-12-21,SE CON MEN JAN/21,SE,2021-02-01,102.0,204.77245098039216,1.0,167.0,41.0,125.0
2198,2020-12-22,SE CON MEN JAN/21,SE,2021-02-01,296.4,234.5160222672065,1.0,167.0,40.0,126.0
2199,2020-12-23,SE CON MEN JAN/21,SE,2021-02-01,379.5,288.8060052700922,1.0,167.0,39.0,127.0
2200,2020-12-24,SE CON MEN JAN/21,SE,2021-02-01,,294.5137289749162,1.0,167.0,38.0,128.0
2201,2020-12-25,SE CON MEN JAN/21,SE,2021-02-01,,300.2214526797402,1.0,167.0,37.0,129.0
2202,2020-12-26,SE CON MEN JAN/21,SE,2021-02-01,,305.92917638456424,1.0,167.0,36.0,130.0
2203,2020-12-27,SE CON MEN JAN/21,SE,2021-02-01,,311.63690008938823,1.0,167.0,35.0,131.0
2204,2020-12-28,SE CON MEN JAN/21,SE,2021-02-01,155.5,317.3446237942122,1.0,167.0,34.0,132.0
2205,2020-12-29,SE CON MEN JAN/21,SE,2021-02-01,78.7,280.3440914866582,1.0,167.0,33.0,133.0
2206,2020-12-30,SE CON MEN JAN/21,SE,2021-02-01,159.6,262.1935839598997,1.0,167.0,32.0,134.0
2207,2020-12-31,SE CON MEN JAN/21,SE,2021-02-01,,268.97612284114217,1.0,167.0,31.0,135.0
2208,2021-01-01,SE CON MEN FEV/21,SE,2021-03-01,,227.14789194373898,1.0,146.0,58.0,87.0
2209,2021-01-02,SE CON MEN FEV/21,SE,2021-03-01,,234.1249067778839,1.0,146.0,57.0,88.0
2210,2021-01-03,SE CON MEN FEV/21,SE,2021-03-01,,241.10192161202883,1.0,146.0,56.0,89.0
2211,2021-01-04,SE CON MEN FEV/21,SE,2021-03-01,192.75,248.07893644617377,1.0,146.0,55.0,90.0
2212,2021-01-05,SE CON MEN FEV/21,SE,2021-03-01,126.5,217.99913043478261,1.0,146.0,54.0,91.0
2213,2021-01-06,SE CON MEN FEV/21,SE,2021-03-01,95.9,222.926173096976,1.0,146.0,53.0,92.0
2214,2021-01-07,SE CON MEN FEV/21,SE,2021-03-01,274.5,234.75147540983608,1.0,146.0,52.0,93.0
2215,2021-01-08,SE CON MEN FEV/21,SE,2021-03-01,132.1,246.26034822104467,1.0,146.0,51.0,94.0
2216,2021-01-09,SE CON MEN FEV/21,SE,2021-03-01,,256.0490369005941,1.0,146.0,50.0,95.0
2217,2021-01-10,SE CON MEN FEV/21,SE,2021-03-01,,265.83772558014357,1.0,146.0,49.0,96.0
2218,2021-01-11,SE CON MEN FEV/21,SE,2021-03-01,384.3,275.626414259693,1.0,146.0,48.0,97.0
2219,2021-01-12,SE CON MEN FEV/21,SE,2021-03-01,218.9,287.60577889447234,1.0,146.0,47.0,98.0
2220,2021-01-13,SE CON MEN FEV/21,SE,2021-03-01,161.52,267.0285723130263,1.0,146.0,46.0,99.0
2221,2021-01-14,SE CON MEN FEV/21,SE,2021-03-01,259.3,260.878480524489,1.0,146.0,45.0,100.0
2222,2021-01-15,SE CON MEN FEV/21,SE,2021-03-01,296.5,235.88453625632377,1.0,146.0,44.0,101.0
2223,2021-01-16,SE CON MEN FEV/21,SE,2021-03-01,,238.08632903630695,1.0,146.0,43.0,102.0
2224,2021-01-17,SE CON MEN FEV/21,SE,2021-03-01,,240.2881218162901,1.0,146.0,42.0,103.0
2225,2021-01-18,SE CON MEN FEV/21,SE,2021-03-01,128.8,242.48991459627328,1.0,146.0,41.0,104.0
2226,2021-01-19,SE CON MEN FEV/21,SE,2021-03-01,190.7,233.00011536444677,1.0,146.0,40.0,105.0
2227,2021-01-20,SE CON MEN FEV/21,SE,2021-03-01,202.3,221.49569945625313,1.0,146.0,39.0,106.0
2228,2021-01-21,SE CON MEN FEV/21,SE,2021-03-01,288.5,202.70185441941075,1.0,146.0,38.0,107.0
2229,2021-01-22,SE CON MEN FEV/21,SE,2021-03-01,195.4,202.014022517912,1.0,146.0,37.0,108.0
2230,2021-01-23,SE CON MEN FEV/21,SE,2021-03-01,,202.40532301736874,1.0,146.0,36.0,109.0
2231,2021-01-24,SE CON MEN FEV/21,SE,2021-03-01,,202.79662351682552,1.0,146.0,35.0,110.0
2232,2021-01-25,SE CON MEN FEV/21,SE,2021-03-01,73.7,203.18792401628227,1.0,146.0,34.0,111.0
2233,2021-01-26,SE CON MEN FEV/21,SE,2021-03-01,200.5,200.41798004987535,1.0,146.0,33.0,112.0
2234,2021-01-27,SE CON MEN FEV/21,SE,2021-03-01,224.6,195.3886242208371,1.0,146.0,32.0,113.0
2235,2021-01-28,SE CON MEN FEV/21,SE,2021-03-01,173.3,193.40037507212926,1.0,146.0,31.0,114.0
2236,2021-01-29,SE CON MEN FEV/21,SE,2021-03-01,253.6,187.24634069400634,1.0,146.0,30.0,115.0
2237,2021-01-30,SE CON MEN FEV/21,SE,2021-03-01,,183.25758093050715,1.0,146.0,29.0,116.0
2238,2021-01-31,SE CON MEN FEV/21,SE,2021-03-01,,179.26882116700793,1.0,146.0,28.0,117.0
2239,2021-02-01,SE CON MEN MAR/21,SE,2021-04-01,402.1,195.170213877145,1.0,174.0,58.0,115.0
2240,2021-02-02,SE CON MEN MAR/21,SE,2021-04-01,322.6,182.65381587104775,1.0,174.0,57.0,116.0
2241,2021-02-03,SE CON MEN MAR/21,SE,2021-04-01,252.4,181.1348375594295,1.0,174.0,56.0,117.0
2242,2021-02-04,SE CON MEN MAR/21,SE,2021-04-01,148.4,182.9458692722372,1.0,174.0,55.0,118.0
2243,2021-02-05,SE CON MEN MAR/21,SE,2021-04-01,235.0,178.85936170212764,1.0,174.0,54.0,119.0
2244,2021-02-06,SE CON MEN MAR/21,SE,2021-04-01,,185.12196963510712,1.0,174.0,53.0,120.0
2245,2021-02-07,SE CON MEN MAR/21,SE,2021-04-01,,191.38457756808663,1.0,174.0,52.0,121.0
2246,2021-02-08,SE CON MEN MAR/21,SE,2021-04-01,234.5,197.6471855010661,1.0,174.0,51.0,122.0
2247,2021-02-09,SE CON MEN MAR/21,SE,2021-04-01,166.8,188.01588729016788,1.0,174.0,50.0,123.0
2248,2021-02-10,SE CON MEN MAR/21,SE,2021-04-01,121.6,187.2380674342105,1.0,174.0,49.0,124.0
2249,2021-02-11,SE CON MEN MAR/21,SE,2021-04-01,171.0,180.85093567251462,1.0,174.0,48.0,125.0
2250,2021-02-12,SE CON MEN MAR/21,SE,2021-04-01,178.2,179.63434343434344,1.0,174.0,47.0,126.0
2251,2021-02-13,SE CON MEN MAR/21,SE,2021-04-01,,179.88301573108131,1.0,174.0,46.0,127.0
2252,2021-02-14,SE CON MEN MAR/21,SE,2021-04-01,,180.13168802781917,1.0,174.0,45.0,128.0
2253,2021-02-15,SE CON MEN MAR/21,SE,2021-04-01,,180.38036032455705,1.0,174.0,44.0,129.0
2254,2021-02-16,SE CON MEN MAR/21,SE,2021-04-01,,180.6290326212949,1.0,174.0,43.0,130.0
2255,2021-02-17,SE CON MEN MAR/21,SE,2021-04-01,152.5,180.87770491803278,1.0,174.0,42.0,131.0
2256,2021-02-18,SE CON MEN MAR/21,SE,2021-04-01,211.7,174.52849787435053,1.0,174.0,41.0,132.0
2257,2021-02-19,SE CON MEN MAR/21,SE,2021-04-01,134.67,175.01124972154153,1.0,174.0,40.0,133.0
2258,2021-02-20,SE CON MEN MAR/21,SE,2021-04-01,,169.678103420883,1.0,174.0,39.0,134.0
2259,2021-02-21,SE CON MEN MAR/21,SE,2021-04-01,,164.34495712022445,1.0,174.0,38.0,135.0
2260,2021-02-22,SE CON MEN MAR/21,SE,2021-04-01,308.7,159.0118108195659,1.0,174.0,37.0,136.0
2261,2021-02-23,SE CON MEN MAR/21,SE,2021-04-01,261.66,148.64236795841936,1.0,174.0,36.0,137.0
2262,2021-02-24,SE CON MEN MAR/21,SE,2021-04-01,195.2,147.32284836065574,1.0,174.0,35.0,138.0
2263,2021-02-25,SE CON MEN MAR/21,SE,2021-04-01,125.0,147.137216,1.0,174.0,34.0,139.0
2264,2021-02-26,SE CON MEN MAR/21,SE,2021-04-01,190.15,139.93580857217984,1.0,174.0,33.0,140.0
2265,2021-02-27,SE CON MEN MAR/21,SE,2021-04-01,,132.52964372052918,1.0,174.0,32.0,141.0
2266,2021-02-28,SE CON MEN MAR/21,SE,2021-04-01,,125.12347886887854,1.0,174.0,31.0,142.0
2267,2021-03-01,SE CON MEN ABR/21,SE,2021-05-01,448.9,98.25367119625753,1.0,171.0,60.0,110.0
2268,2021-03-02,SE CON MEN ABR/21,SE,2021-05-01,248.4,95.95192834138486,1.0,171.0,59.0,111.0
2269,2021-03-03,SE CON MEN ABR/21,SE,2021-05-01,307.8,87.37851202079271,1.0,171.0,58.0,112.0
2270,2021-03-04,SE CON MEN ABR/21,SE,2021-05-01,317.5,84.99325984251969,1.0,171.0,57.0,113.0
2271,2021-03-05,SE CON MEN ABR/21,SE,2021-05-01,156.17,90.81750656336045,1.0,171.0,56.0,114.0
2272,2021-03-06,SE CON MEN ABR/21,SE,2021-05-01,,94.96761490781806,1.0,171.0,55.0,115.0
2273,2021-03-07,SE CON MEN ABR/21,SE,2021-05-01,,99.11772325227567,1.0,171.0,54.0,116.0
2274,2021-03-08,SE CON MEN ABR/21,SE,2021-05-01,355.1,103.26783159673327,1.0,171.0,53.0,117.0
2275,2021-03-09,SE CON MEN ABR/21,SE,2021-05-01,265.6,119.05843373493974,1.0,171.0,52.0,118.0
2276,2021-03-10,SE CON MEN ABR/21,SE,2021-05-01,313.48,107.70715835140997,1.0,171.0,51.0,119.0
2277,2021-03-11,SE CON MEN ABR/21,SE,2021-05-01,298.3,101.73405967147167,1.0,171.0,50.0,120.0
2278,2021-03-12,SE CON MEN ABR/21,SE,2021-05-01,231.94,107.03966025696302,1.0,171.0,49.0,121.0
2279,2021-03-13,SE CON MEN ABR/21,SE,2021-05-01,,110.88392691141475,1.0,171.0,48.0,122.0
2280,2021-03-14,SE CON MEN ABR/21,SE,2021-05-01,,114.72819356586649,1.0,171.0,47.0,123.0
2281,2021-03-15,SE CON MEN ABR/21,SE,2021-05-01,163.4,118.57246022031822,1.0,171.0,46.0,124.0
2282,2021-03-16,SE CON MEN ABR/21,SE,2021-05-01,204.3,117.80044542339697,1.0,171.0,45.0,125.0
2283,2021-03-17,SE CON MEN ABR/21,SE,2021-05-01,136.9,116.47841490138788,1.0,171.0,44.0,126.0
2284,2021-03-18,SE CON MEN ABR/21,SE,2021-05-01,319.56,109.40184941794969,1.0,171.0,43.0,127.0
2285,2021-03-19,SE CON MEN ABR/21,SE,2021-05-01,119.3,108.97933780385581,1.0,171.0,42.0,128.0
2286,2021-03-20,SE CON MEN ABR/21,SE,2021-05-01,,108.09578752416903,1.0,171.0,41.0,129.0
2287,2021-03-21,SE CON MEN ABR/21,SE,2021-05-01,,107.21223724448222,1.0,171.0,40.0,130.0
2288,2021-03-22,SE CON MEN ABR/21,SE,2021-05-01,210.2,106.32868696479544,1.0,171.0,39.0,131.0
2289,2021-03-23,SE CON MEN ABR/21,SE,2021-05-01,189.3,115.21711568938191,1.0,171.0,38.0,132.0
2290,2021-03-24,SE CON MEN ABR/21,SE,2021-05-01,375.75,135.5988023952096,1.0,171.0,37.0,133.0
2291,2021-03-25,SE CON MEN ABR/21,SE,2021-05-01,176.3,145.50045377197955,1.0,171.0,36.0,134.0
2292,2021-03-26,SE CON MEN ABR/21,SE,2021-05-01,304.9,152.85974089865528,1.0,171.0,35.0,135.0
2293,2021-03-27,SE CON MEN ABR/21,SE,2021-05-01,,152.9949354908784,1.0,171.0,34.0,136.0
2294,2021-03-28,SE CON MEN ABR/21,SE,2021-05-01,,153.13013008310153,1.0,171.0,33.0,137.0
2295,2021-03-29,SE CON MEN ABR/21,SE,2021-05-01,154.0,153.26532467532465,1.0,171.0,32.0,138.0
2296,2021-03-30,SE CON MEN ABR/21,SE,2021-05-01,124.7,152.59667201283082,1.0,171.0,31.0,139.0
2297,2021-03-31,SE CON MEN ABR/21,SE,2021-05-01,167.7,149.02337507453782,1.0,171.0,30.0,140.0
2298,2021-04-01,SE CON MEN MAI/21,SE,2021-06-01,140.7,162.7260696517413,1.0,202.0,60.0,141.0
2299,2021-04-02,SE CON MEN MAI/21,SE,2021-06-01,,166.46070130712897,1.0,202.0,59.0,142.0
2300,2021-04-03,SE CON MEN MAI/21,SE,2021-06-01,,170.19533296251663,1.0,202.0,58.0,143.0
2301,2021-04-04,SE CON MEN MAI/21,SE,2021-06-01,,173.9299646179043,1.0,202.0,57.0,144.0
2302,2021-04-05,SE CON MEN MAI/21,SE,2021-06-01,177.1,177.66459627329195,1.0,202.0,56.0,145.0
2303,2021-04-06,SE CON MEN MAI/21,SE,2021-06-01,239.8,172.96674311926603,1.0,202.0,55.0,146.0
2304,2021-04-07,SE CON MEN MAI/21,SE,2021-06-01,109.5,170.54255707762553,1.0,202.0,54.0,147.0
2305,2021-04-08,SE CON MEN MAI/21,SE,2021-06-01,186.9,174.31600321027284,1.0,202.0,53.0,148.0
2306,2021-04-09,SE CON MEN MAI/21,SE,2021-06-01,179.9,177.50639244024458,1.0,202.0,52.0,149.0
2307,2021-04-10,SE CON MEN MAI/21,SE,2021-06-01,,179.13009129496245,1.0,202.0,51.0,150.0
2308,2021-04-11,SE CON MEN MAI/21,SE,2021-06-01,,180.75379014968036,1.0,202.0,50.0,151.0
2309,2021-04-12,SE CON MEN MAI/21,SE,2021-06-01,250.1,182.37748900439823,1.0,202.0,49.0,152.0
2310,2021-04-13,SE CON MEN MAI/21,SE,2021-06-01,398.9,197.0347355226874,1.0,202.0,48.0,153.0
2311,2021-04-14,SE CON MEN MAI/21,SE,2021-06-01,340.02,214.78195694370922,1.0,202.0,47.0,154.0
2312,2021-04-15,SE CON MEN MAI/21,SE,2021-06-01,248.2,207.9893553585818,1.0,202.0,46.0,155.0
2313,2021-04-16,SE CON MEN MAI/21,SE,2021-06-01,178.7,208.6217683268047,1.0,202.0,45.0,156.0
2314,2021-04-17,SE CON MEN MAI/21,SE,2021-06-01,,211.0624690821343,1.0,202.0,44.0,157.0
2315,2021-04-18,SE CON MEN MAI/21,SE,2021-06-01,,213.50316983746387,1.0,202.0,43.0,158.0
2316,2021-04-19,SE CON MEN MAI/21,SE,2021-06-01,258.1,215.94387059279347,1.0,202.0,42.0,159.0
2317,2021-04-20,SE CON MEN MAI/21,SE,2021-06-01,162.9,209.53831798649483,1.0,202.0,41.0,160.0
2318,2021-04-21,SE CON MEN MAI/21,SE,2021-06-01,,208.04155808621795,1.0,202.0,40.0,161.0
2319,2021-04-22,SE CON MEN MAI/21,SE,2021-06-01,220.5,206.5447981859411,1.0,202.0,39.0,162.0
2320,2021-04-23,SE CON MEN MAI/21,SE,2021-06-01,235.7,196.2822274077217,1.0,202.0,38.0,163.0
2321,2021-04-24,SE CON MEN MAI/21,SE,2021-06-01,,196.83443859565588,1.0,202.0,37.0,164.0
2322,2021-04-25,SE CON MEN MAI/21,SE,2021-06-01,,197.3866497835901,1.0,202.0,36.0,165.0
2323,2021-04-26,SE CON MEN MAI/21,SE,2021-06-01,179.1,197.93886097152426,1.0,202.0,35.0,166.0
2324,2021-04-27,SE CON MEN MAI/21,SE,2021-06-01,157.0,193.57104458598727,1.0,202.0,34.0,167.0
2325,2021-04-28,SE CON MEN MAI/21,SE,2021-06-01,106.0,206.5221698113208,1.0,202.0,33.0,168.0
2326,2021-04-29,SE CON MEN MAI/21,SE,2021-06-01,85.4,202.90724824355974,1.0,202.0,32.0,169.0
2327,2021-04-30,SE CON MEN MAI/21,SE,2021-06-01,114.5,218.01877729257643,1.0,202.0,31.0,170.0
2328,2021-05-01,SE CON MEN JUN/21,SE,2021-07-01,,324.072742440441,1.0,232.0,60.0,171.0
2329,2021-05-02,SE CON MEN JUN/21,SE,2021-07-01,,331.9111030038593,1.0,232.0,59.0,172.0
2330,2021-05-03,SE CON MEN JUN/21,SE,2021-07-01,223.7,339.74946356727764,1.0,232.0,58.0,173.0
2331,2021-05-04,SE CON MEN JUN/21,SE,2021-07-01,349.2,328.18548109965633,1.0,232.0,57.0,174.0
2332,2021-05-05,SE CON MEN JUN/21,SE,2021-07-01,272.5,301.6909504587156,1.0,232.0,56.0,175.0
2333,2021-05-06,SE CON MEN JUN/21,SE,2021-07-01,210.1,293.28938600666345,1.0,232.0,55.0,176.0
2334,2021-05-07,SE CON MEN JUN/21,SE,2021-07-01,144.9,310.42329882677706,1.0,232.0,54.0,177.0
2335,2021-05-08,SE CON MEN JUN/21,SE,2021-07-01,,307.5845113565797,1.0,232.0,53.0,178.0
2336,2021-05-09,SE CON MEN JUN/21,SE,2021-07-01,,304.74572388638234,1.0,232.0,52.0,179.0
2337,2021-05-10,SE CON MEN JUN/21,SE,2021-07-01,173.0,301.906936416185,1.0,232.0,51.0,180.0
2338,2021-05-11,SE CON MEN JUN/21,SE,2021-07-01,135.2,292.77928254437876,1.0,232.0,50.0,181.0
2339,2021-05-12,SE CON MEN JUN/21,SE,2021-07-01,247.7,280.2017803794913,1.0,232.0,49.0,182.0
2340,2021-05-13,SE CON MEN JUN/21,SE,2021-07-01,226.4,269.8500485865724,1.0,232.0,48.0,183.0
