,data,produto,submercado,expiracao,volume,VWAP,M,H,h,h_cresc
1876,2020-02-04,SE CON MEN MAR/20,SE,2020-04-01,142.8,194.6359593837535,1.0,184.0,56.0,127.0
1877,2020-02-05,SE CON MEN MAR/20,SE,2020-04-01,312.27,180.6907708073142,1.0,184.0,55.0,128.0
1878,2020-02-06,SE CON MEN MAR/20,SE,2020-04-01,208.3,172.23526164186268,1.0,184.0,54.0,129.0
1879,2020-02-07,SE CON MEN MAR/20,SE,2020-04-01,271.5,157.76972375690607,1.0,184.0,53.0,130.0
1880,2020-02-08,SE CON MEN MAR/20,SE,2020-04-01,,158.6812035985656,1.0,184.0,52.0,131.0
1881,2020-02-09,SE CON MEN MAR/20,SE,2020-04-01,,159.59268344022513,1.0,184.0,51.0,132.0
1882,2020-02-10,SE CON MEN MAR/20,SE,2020-04-01,246.2,160.50416328188464,1.0,184.0,50.0,133.0
1883,2020-02-11,SE CON MEN MAR/20,SE,2020-04-01,274.6,157.11898033503277,1.0,184.0,49.0,134.0
1884,2020-02-12,SE CON MEN MAR/20,SE,2020-04-01,266.8,133.0664655172414,1.0,184.0,48.0,135.0
1885,2020-02-13,SE CON MEN MAR/20,SE,2020-04-01,321.0,116.71457943925235,1.0,184.0,47.0,136.0
1886,2020-02-14,SE CON MEN MAR/20,SE,2020-04-01,141.0,116.82480851063829,1.0,184.0,46.0,137.0
1887,2020-02-15,SE CON MEN MAR/20,SE,2020-04-01,,115.61580876654237,1.0,184.0,45.0,138.0
1888,2020-02-16,SE CON MEN MAR/20,SE,2020-04-01,,114.40680902244644,1.0,184.0,44.0,139.0
1889,2020-02-17,SE CON MEN MAR/20,SE,2020-04-01,116.4,113.19780927835052,1.0,184.0,43.0,140.0
1890,2020-02-18,SE CON MEN MAR/20,SE,2020-04-01,111.0,109.8749099099099,1.0,184.0,42.0,141.0
1891,2020-02-19,SE CON MEN MAR/20,SE,2020-04-01,98.8,104.72520242914979,1.0,184.0,41.0,142.0
1892,2020-02-20,SE CON MEN MAR/20,SE,2020-04-01,113.8,94.87372583479788,1.0,184.0,40.0,143.0
1893,2020-02-21,SE CON MEN MAR/20,SE,2020-04-01,36.8,96.78532608695653,1.0,184.0,39.0,144.0
1894,2020-02-22,SE CON MEN MAR/20,SE,2020-04-01,,95.18808992939428,1.0,184.0,38.0,145.0
1895,2020-02-23,SE CON MEN MAR/20,SE,2020-04-01,,93.59085377183204,1.0,184.0,37.0,146.0
1896,2020-02-24,SE CON MEN MAR/20,SE,2020-04-01,,91.9936176142698,1.0,184.0,36.0,147.0
1897,2020-02-25,SE CON MEN MAR/20,SE,2020-04-01,,90.39638145670756,1.0,184.0,35.0,148.0
1898,2020-02-26,SE CON MEN MAR/20,SE,2020-04-01,93.6,88.79914529914531,1.0,184.0,34.0,149.0
1899,2020-02-27,SE CON MEN MAR/20,SE,2020-04-01,127.6,78.89229623824451,1.0,184.0,33.0,150.0
1900,2020-02-28,SE CON MEN MAR/20,SE,2020-04-01,133.0,77.30462406015037,1.0,184.0,32.0,151.0
1901,2020-02-29,SE CON MEN MAR/20,SE,2020-04-01,,78.50359504666069,1.0,184.0,31.0,152.0
1902,2020-03-01,SE CON MEN ABR/20,SE,2020-05-01,,94.760172338673,1.0,214.0,60.0,153.0
1903,2020-03-02,SE CON MEN ABR/20,SE,2020-05-01,168.6,94.99414590747331,1.0,214.0,59.0,154.0
1904,2020-03-03,SE CON MEN ABR/20,SE,2020-05-01,98.3,94.6037639877925,1.0,214.0,58.0,155.0
1905,2020-03-04,SE CON MEN ABR/20,SE,2020-05-01,115.7,91.47597234226447,1.0,214.0,57.0,156.0
1906,2020-03-05,SE CON MEN ABR/20,SE,2020-05-01,52.6,90.74714828897339,1.0,214.0,56.0,157.0
1907,2020-03-06,SE CON MEN ABR/20,SE,2020-05-01,59.1,92.4627749576988,1.0,214.0,55.0,158.0
1908,2020-03-07,SE CON MEN ABR/20,SE,2020-05-01,,97.11043635923376,1.0,214.0,54.0,159.0
1909,2020-03-08,SE CON MEN ABR/20,SE,2020-05-01,,101.7580977607687,1.0,214.0,53.0,160.0
1910,2020-03-09,SE CON MEN ABR/20,SE,2020-05-01,229.2,106.40575916230367,1.0,214.0,52.0,161.0
1911,2020-03-10,SE CON MEN ABR/20,SE,2020-05-01,174.8,107.3991990846682,1.0,214.0,51.0,162.0
1912,2020-03-11,SE CON MEN ABR/20,SE,2020-05-01,210.6,97.86410256410257,1.0,214.0,50.0,163.0
1913,2020-03-12,SE CON MEN ABR/20,SE,2020-05-01,209.6,91.69835400763358,1.0,214.0,49.0,164.0
1914,2020-03-13,SE CON MEN ABR/20,SE,2020-05-01,220.2,91.72608991825614,1.0,214.0,48.0,165.0
1915,2020-03-14,SE CON MEN ABR/20,SE,2020-05-01,,91.03703751704315,1.0,214.0,47.0,166.0
1916,2020-03-15,SE CON MEN ABR/20,SE,2020-05-01,,90.34798511583016,1.0,214.0,46.0,167.0
1917,2020-03-16,SE CON MEN ABR/20,SE,2020-05-01,86.2,89.65893271461717,1.0,214.0,45.0,168.0
1918,2020-03-17,SE CON MEN ABR/20,SE,2020-05-01,134.7,92.38975501113588,1.0,214.0,44.0,169.0
1919,2020-03-18,SE CON MEN ABR/20,SE,2020-05-01,228.09,75.18976281292474,1.0,214.0,43.0,170.0
1920,2020-03-19,SE CON MEN ABR/20,SE,2020-05-01,147.6,67.74221544715445,1.0,214.0,42.0,171.0
1921,2020-03-20,SE CON MEN ABR/20,SE,2020-05-01,166.5,62.14729729729729,1.0,214.0,41.0,172.0
1922,2020-03-21,SE CON MEN ABR/20,SE,2020-05-01,,57.05871407121407,1.0,214.0,40.0,173.0
1923,2020-03-22,SE CON MEN ABR/20,SE,2020-05-01,,51.97013084513084,1.0,214.0,39.0,174.0
1924,2020-03-23,SE CON MEN ABR/20,SE,2020-05-01,33.6,46.881547619047616,1.0,214.0,38.0,175.0
1925,2020-03-24,SE CON MEN ABR/20,SE,2020-05-01,60.5,45.509090909090915,1.0,214.0,37.0,176.0
1926,2020-03-25,SE CON MEN ABR/20,SE,2020-05-01,22.2,43.022522522522536,1.0,214.0,36.0,177.0
1927,2020-03-26,SE CON MEN ABR/20,SE,2020-05-01,,43.38881228166943,1.0,214.0,35.0,178.0
1928,2020-03-27,SE CON MEN ABR/20,SE,2020-05-01,9.8,43.75510204081632,1.0,214.0,34.0,179.0
1929,2020-03-28,SE CON MEN ABR/20,SE,2020-05-01,,43.24506802721088,1.0,214.0,33.0,180.0
1930,2020-03-29,SE CON MEN ABR/20,SE,2020-05-01,,42.73503401360544,1.0,214.0,32.0,181.0
1931,2020-03-30,SE CON MEN ABR/20,SE,2020-05-01,8.0,42.225,1.0,214.0,31.0,182.0
1932,2020-03-31,SE CON MEN ABR/20,SE,2020-05-01,13.9,41.5,1.0,214.0,30.0,183.0
1933,2020-04-01,SE CON MEN MAI/20,SE,2020-06-01,20.0,45.1,1.0,236.0,60.0,175.0
1934,2020-04-02,SE CON MEN MAI/20,SE,2020-06-01,35.5,44.73943661971831,1.0,236.0,59.0,176.0
1935,2020-04-03,SE CON MEN MAI/20,SE,2020-06-01,38.8,44.425773195876296,1.0,236.0,58.0,177.0
1936,2020-04-04,SE CON MEN MAI/20,SE,2020-06-01,,44.6171821305842,1.0,236.0,57.0,178.0
1937,2020-04-05,SE CON MEN MAI/20,SE,2020-06-01,,44.8085910652921,1.0,236.0,56.0,179.0
1938,2020-04-06,SE CON MEN MAI/20,SE,2020-06-01,8.0,45.0,1.0,236.0,55.0,180.0
1939,2020-04-07,SE CON MEN MAI/20,SE,2020-06-01,39.0,44.87051282051282,1.0,236.0,54.0,181.0
1940,2020-04-08,SE CON MEN MAI/20,SE,2020-06-01,12.0,43.375,1.0,236.0,53.0,182.0
1941,2020-04-09,SE CON MEN MAI/20,SE,2020-06-01,0.5,44.0,1.0,236.0,52.0,183.0
1942,2020-04-10,SE CON MEN MAI/20,SE,2020-06-01,,44.086645962732916,1.0,236.0,51.0,184.0
1943,2020-04-11,SE CON MEN MAI/20,SE,2020-06-01,,44.17329192546584,1.0,236.0,50.0,185.0
1944,2020-04-12,SE CON MEN MAI/20,SE,2020-06-01,,44.25993788819876,1.0,236.0,49.0,186.0
1945,2020-04-13,SE CON MEN MAI/20,SE,2020-06-01,80.5,44.34658385093168,1.0,236.0,48.0,187.0
1946,2020-04-14,SE CON MEN MAI/20,SE,2020-06-01,192.8,56.90947614107884,1.0,236.0,47.0,188.0
1947,2020-04-15,SE CON MEN MAI/20,SE,2020-06-01,152.6,52.29528178243775,1.0,236.0,46.0,189.0
1948,2020-04-16,SE CON MEN MAI/20,SE,2020-06-01,79.9,46.38365456821026,1.0,236.0,45.0,190.0
1949,2020-04-17,SE CON MEN MAI/20,SE,2020-06-01,61.19,43.64992645857166,1.0,236.0,44.0,191.0
1950,2020-04-18,SE CON MEN MAI/20,SE,2020-06-01,,43.609950972381114,1.0,236.0,43.0,192.0
1951,2020-04-19,SE CON MEN MAI/20,SE,2020-06-01,,43.56997548619056,1.0,236.0,42.0,193.0
1952,2020-04-20,SE CON MEN MAI/20,SE,2020-06-01,14.0,43.53000000000001,1.0,236.0,41.0,194.0
1953,2020-04-21,SE CON MEN MAI/20,SE,2020-06-01,,43.71661290322581,1.0,236.0,40.0,195.0
1954,2020-04-22,SE CON MEN MAI/20,SE,2020-06-01,31.0,43.903225806451616,1.0,236.0,39.0,196.0
1955,2020-04-23,SE CON MEN MAI/20,SE,2020-06-01,26.1,43.50114942528736,1.0,236.0,38.0,197.0
1956,2020-04-24,SE CON MEN MAI/20,SE,2020-06-01,3.0,43.5,1.0,236.0,37.0,198.0
1957,2020-04-25,SE CON MEN MAI/20,SE,2020-06-01,,44.220579450418164,1.0,236.0,36.0,199.0
1958,2020-04-26,SE CON MEN MAI/20,SE,2020-06-01,,44.94115890083632,1.0,236.0,35.0,200.0
1959,2020-04-27,SE CON MEN MAI/20,SE,2020-06-01,55.8,45.661738351254485,1.0,236.0,34.0,201.0
1960,2020-04-28,SE CON MEN MAI/20,SE,2020-06-01,19.0,46.94736842105263,1.0,236.0,33.0,202.0
1961,2020-04-29,SE CON MEN MAI/20,SE,2020-06-01,20.2,45.92376237623762,1.0,236.0,32.0,203.0
1962,2020-04-30,SE CON MEN MAI/20,SE,2020-06-01,40.0,50.1715,1.0,236.0,31.0,204.0
1963,2020-05-01,SE CON MEN JUN/20,SE,2020-07-01,,67.01539073550212,1.0,265.0,60.0,204.0
1964,2020-05-02,SE CON MEN JUN/20,SE,2020-07-01,,67.97335572843,1.0,265.0,59.0,205.0
1965,2020-05-03,SE CON MEN JUN/20,SE,2020-07-01,,68.93132072135785,1.0,265.0,58.0,206.0
1966,2020-05-04,SE CON MEN JUN/20,SE,2020-07-01,28.0,69.88928571428572,1.0,265.0,57.0,207.0
1967,2020-05-05,SE CON MEN JUN/20,SE,2020-07-01,108.9,60.19063360881543,1.0,265.0,56.0,208.0
1968,2020-05-06,SE CON MEN JUN/20,SE,2020-07-01,50.2,59.93027888446215,1.0,265.0,55.0,209.0
1969,2020-05-07,SE CON MEN JUN/20,SE,2020-07-01,33.2,62.11445783132529,1.0,265.0,54.0,210.0
1970,2020-05-08,SE CON MEN JUN/20,SE,2020-07-01,359.83,76.35544562710169,1.0,265.0,53.0,211.0
1971,2020-05-09,SE CON MEN JUN/20,SE,2020-07-01,,78.92106832656452,1.0,265.0,52.0,212.0
1972,2020-05-10,SE CON MEN JUN/20,SE,2020-07-01,,81.48669102602736,1.0,265.0,51.0,213.0
1973,2020-05-11,SE CON MEN JUN/20,SE,2020-07-01,127.5,84.0523137254902,1.0,265.0,50.0,214.0
1974,2020-05-12,SE CON MEN JUN/20,SE,2020-07-01,103.9,84.85290664100096,1.0,265.0,49.0,215.0
1975,2020-05-13,SE CON MEN JUN/20,SE,2020-07-01,95.3,85.06663168940189,1.0,265.0,48.0,216.0
1976,2020-05-14,SE CON MEN JUN/20,SE,2020-07-01,108.8,89.57123161764706,1.0,265.0,47.0,217.0
1977,2020-05-15,SE CON MEN JUN/20,SE,2020-07-01,109.2,92.17367216117216,1.0,265.0,46.0,218.0
1978,2020-05-16,SE CON MEN JUN/20,SE,2020-07-01,,93.37869019375816,1.0,265.0,45.0,219.0
1979,2020-05-17,SE CON MEN JUN/20,SE,2020-07-01,,94.58370822634414,1.0,265.0,44.0,220.0
1980,2020-05-18,SE CON MEN JUN/20,SE,2020-07-01,114.78,95.78872625893014,1.0,265.0,43.0,221.0
1981,2020-05-19,SE CON MEN JUN/20,SE,2020-07-01,262.4,105.28216463414635,1.0,265.0,42.0,222.0
1982,2020-05-20,SE CON MEN JUN/20,SE,2020-07-01,78.2,108.66879795396419,1.0,265.0,41.0,223.0
1983,2020-05-21,SE CON MEN JUN/20,SE,2020-07-01,120.8,105.59151490066225,1.0,265.0,40.0,224.0
1984,2020-05-22,SE CON MEN JUN/20,SE,2020-07-01,149.4,97.47441097724229,1.0,265.0,39.0,225.0
1985,2020-05-23,SE CON MEN JUN/20,SE,2020-07-01,,98.33745291023247,1.0,265.0,38.0,226.0
1986,2020-05-24,SE CON MEN JUN/20,SE,2020-07-01,,99.20049484322264,1.0,265.0,37.0,227.0
1987,2020-05-25,SE CON MEN JUN/20,SE,2020-07-01,63.9,100.06353677621283,1.0,265.0,36.0,228.0
1988,2020-05-26,SE CON MEN JUN/20,SE,2020-07-01,35.0,102.37142857142857,1.0,265.0,35.0,229.0
1989,2020-05-27,SE CON MEN JUN/20,SE,2020-07-01,191.3,93.64524307370621,1.0,265.0,34.0,230.0
1990,2020-05-28,SE CON MEN JUN/20,SE,2020-07-01,84.03999999999999,110.06957401237504,1.0,265.0,33.0,231.0
1991,2020-05-29,SE CON MEN JUN/20,SE,2020-07-01,89.95,105.52612562534743,1.0,265.0,32.0,232.0
1992,2020-05-30,SE CON MEN JUN/20,SE,2020-07-01,,103.03112299513973,1.0,265.0,31.0,233.0
1993,2020-05-31,SE CON MEN JUN/20,SE,2020-07-01,,100.53612036493202,1.0,265.0,30.0,234.0
1994,2020-06-01,SE CON MEN JUL/20,SE,2020-08-01,148.4,93.38578167115904,1.0,198.0,60.0,137.0
1995,2020-06-02,SE CON MEN JUL/20,SE,2020-08-01,165.7,89.35210621605312,1.0,198.0,59.0,138.0
1996,2020-06-03,SE CON MEN JUL/20,SE,2020-08-01,96.6,87.51192546583852,1.0,198.0,58.0,139.0
1997,2020-06-04,SE CON MEN JUL/20,SE,2020-08-01,79.0,90.66835443037975,1.0,198.0,57.0,140.0
1998,2020-06-05,SE CON MEN JUL/20,SE,2020-08-01,123.8,99.70306946688208,1.0,198.0,56.0,141.0
1999,2020-06-06,SE CON MEN JUL/20,SE,2020-08-01,,106.43209839458805,1.0,198.0,55.0,142.0
2000,2020-06-07,SE CON MEN JUL/20,SE,2020-08-01,,113.16112732229404,1.0,198.0,54.0,143.0
2001,2020-06-08,SE CON MEN JUL/20,SE,2020-08-01,256.0,119.89015625,1.0,198.0,53.0,144.0
2002,2020-06-09,SE CON MEN JUL/20,SE,2020-08-01,155.6,120.41031491002569,1.0,198.0,52.0,145.0
2003,2020-06-10,SE CON MEN JUL/20,SE,2020-08-01,136.0,117.21466911764706,1.0,198.0,51.0,146.0
2004,2020-06-11,SE CON MEN JUL/20,SE,2020-08-01,56.0,114.24642857142855,1.0,198.0,50.0,147.0
2005,2020-06-12,SE CON MEN JUL/20,SE,2020-08-01,77.38,113.07959421039024,1.0,198.0,49.0,148.0
2006,2020-06-13,SE CON MEN JUL/20,SE,2020-08-01,,111.43799774186176,1.0,198.0,48.0,149.0
2007,2020-06-14,SE CON MEN JUL/20,SE,2020-08-01,,109.7964012733333,1.0,198.0,47.0,150.0
2008,2020-06-15,SE CON MEN JUL/20,SE,2020-08-01,66.6,108.15480480480483,1.0,198.0,46.0,151.0
2009,2020-06-16,SE CON MEN JUL/20,SE,2020-08-01,125.5,102.02661354581673,1.0,198.0,45.0,152.0
2010,2020-06-17,SE CON MEN JUL/20,SE,2020-08-01,61.0,100.31803278688524,1.0,198.0,44.0,153.0
2011,2020-06-18,SE CON MEN JUL/20,SE,2020-08-01,83.9,97.86424314660309,1.0,198.0,43.0,154.0
2012,2020-06-19,SE CON MEN JUL/20,SE,2020-08-01,43.6,97.5448853211009,1.0,198.0,42.0,155.0
2013,2020-06-20,SE CON MEN JUL/20,SE,2020-08-01,,96.12544115679228,1.0,198.0,41.0,156.0
2014,2020-06-21,SE CON MEN JUL/20,SE,2020-08-01,,94.70599699248366,1.0,198.0,40.0,157.0
2015,2020-06-22,SE CON MEN JUL/20,SE,2020-08-01,93.7,93.28655282817503,1.0,198.0,39.0,158.0
2016,2020-06-23,SE CON MEN JUL/20,SE,2020-08-01,150.1,89.52578281145902,1.0,198.0,38.0,159.0
2017,2020-06-24,SE CON MEN JUL/20,SE,2020-08-01,37.1,84.54474393530997,1.0,198.0,37.0,160.0
2018,2020-06-25,SE CON MEN JUL/20,SE,2020-08-01,76.7,90.8367666232073,1.0,198.0,36.0,161.0
2019,2020-06-26,SE CON MEN JUL/20,SE,2020-08-01,18.0,91.30555555555556,1.0,198.0,35.0,162.0
2020,2020-06-27,SE CON MEN JUL/20,SE,2020-08-01,,90.26023703703703,1.0,198.0,34.0,163.0
2021,2020-06-28,SE CON MEN JUL/20,SE,2020-08-01,,89.21491851851852,1.0,198.0,33.0,164.0
2022,2020-06-29,SE CON MEN JUL/20,SE,2020-08-01,50.0,88.16959999999999,1.0,198.0,32.0,165.0
2023,2020-06-30,SE CON MEN JUL/20,SE,2020-08-01,83.48,88.17489218974605,1.0,198.0,31.0,166.0
2024,2020-07-01,SE CON MEN AGO/20,SE,2020-09-01,106.0,81.45537735849057,1.0,166.0,61.0,104.0
2025,2020-07-02,SE CON MEN AGO/20,SE,2020-09-01,84.5,85.41538461538462,1.0,166.0,60.0,105.0
2026,2020-07-03,SE CON MEN AGO/20,SE,2020-09-01,114.0,84.8432456140351,1.0,166.0,59.0,106.0
2027,2020-07-04,SE CON MEN AGO/20,SE,2020-09-01,,85.18400282314984,1.0,166.0,58.0,107.0
2028,2020-07-05,SE CON MEN AGO/20,SE,2020-09-01,,85.52476003226457,1.0,166.0,57.0,108.0
2029,2020-07-06,SE CON MEN AGO/20,SE,2020-09-01,14.5,85.86551724137931,1.0,166.0,56.0,109.0
2030,2020-07-07,SE CON MEN AGO/20,SE,2020-09-01,46.27,86.42900367408689,1.0,166.0,55.0,110.0
2031,2020-07-08,SE CON MEN AGO/20,SE,2020-09-01,108.4,86.0240959409594,1.0,166.0,54.0,111.0
2032,2020-07-09,SE CON MEN AGO/20,SE,2020-09-01,167.0,83.71119760479043,1.0,166.0,53.0,112.0
2033,2020-07-10,SE CON MEN AGO/20,SE,2020-09-01,208.0,84.10384615384615,1.0,166.0,52.0,113.0
2034,2020-07-11,SE CON MEN AGO/20,SE,2020-09-01,,85.29935897435897,1.0,166.0,51.0,114.0
2035,2020-07-12,SE CON MEN AGO/20,SE,2020-09-01,,86.49487179487178,1.0,166.0,50.0,115.0
2036,2020-07-13,SE CON MEN AGO/20,SE,2020-09-01,52.0,87.6903846153846,1.0,166.0,49.0,116.0
2037,2020-07-14,SE CON MEN AGO/20,SE,2020-09-01,41.0,86.48487804878049,1.0,166.0,48.0,117.0
2038,2020-07-15,SE CON MEN AGO/20,SE,2020-09-01,52.0,85.4923076923077,1.0,166.0,47.0,118.0
2039,2020-07-16,SE CON MEN AGO/20,SE,2020-09-01,54.2,84.76520295202954,1.0,166.0,46.0,119.0
2040,2020-07-17,SE CON MEN AGO/20,SE,2020-09-01,39.0,83.7476923076923,1.0,166.0,45.0,120.0
2041,2020-07-18,SE CON MEN AGO/20,SE,2020-09-01,,83.83749956978144,1.0,166.0,44.0,121.0
2042,2020-07-19,SE CON MEN AGO/20,SE,2020-09-01,,83.9273068318706,1.0,166.0,43.0,122.0
2043,2020-07-20,SE CON MEN AGO/20,SE,2020-09-01,74.5,84.01711409395973,1.0,166.0,42.0,123.0
2044,2020-07-21,SE CON MEN AGO/20,SE,2020-09-01,33.5,83.06940298507462,1.0,166.0,41.0,124.0
2045,2020-07-22,SE CON MEN AGO/20,SE,2020-09-01,17.5,85.04285714285714,1.0,166.0,40.0,125.0
2046,2020-07-23,SE CON MEN AGO/20,SE,2020-09-01,24.5,86.24285714285713,1.0,166.0,39.0,126.0
2047,2020-07-24,SE CON MEN AGO/20,SE,2020-09-01,41.7,88.23980815347721,1.0,166.0,38.0,127.0
2048,2020-07-25,SE CON MEN AGO/20,SE,2020-09-01,,88.86831615310054,1.0,166.0,37.0,128.0
2049,2020-07-26,SE CON MEN AGO/20,SE,2020-09-01,,89.49682415272387,1.0,166.0,36.0,129.0
2050,2020-07-27,SE CON MEN AGO/20,SE,2020-09-01,112.9,90.1253321523472,1.0,166.0,35.0,130.0
2051,2020-07-28,SE CON MEN AGO/20,SE,2020-09-01,96.0,92.06875000000001,1.0,166.0,34.0,131.0
2052,2020-07-29,SE CON MEN AGO/20,SE,2020-09-01,30.8,92.70941558441558,1.0,166.0,33.0,132.0
2053,2020-07-30,SE CON MEN AGO/20,SE,2020-09-01,100.2,94.47954091816365,1.0,166.0,32.0,133.0
2054,2020-07-31,SE CON MEN AGO/20,SE,2020-09-01,99.2,95.2530141129032,1.0,166.0,31.0,134.0
2055,2020-08-01,SE CON MEN SET/20,SE,2020-10-01,,112.01424399590525,1.0,317.0,60.0,256.0
2056,2020-08-02,SE CON MEN SET/20,SE,2020-10-01,,109.76950564497767,1.0,317.0,59.0,257.0
2057,2020-08-03,SE CON MEN SET/20,SE,2020-10-01,243.87,107.52476729405011,1.0,317.0,58.0,258.0
2058,2020-08-04,SE CON MEN SET/20,SE,2020-10-01,260.8,100.54499616564418,1.0,317.0,57.0,259.0
2059,2020-08-05,SE CON MEN SET/20,SE,2020-10-01,221.4,93.98536585365854,1.0,317.0,56.0,260.0
2060,2020-08-06,SE CON MEN SET/20,SE,2020-10-01,168.97,91.50026631946498,1.0,317.0,55.0,261.0
2061,2020-08-07,SE CON MEN SET/20,SE,2020-10-01,191.6,85.9646503131524,1.0,317.0,54.0,262.0
2062,2020-08-08,SE CON MEN SET/20,SE,2020-10-01,,83.4355883261479,1.0,317.0,53.0,263.0
2063,2020-08-09,SE CON MEN SET/20,SE,2020-10-01,,80.90652633914337,1.0,317.0,52.0,264.0
2064,2020-08-10,SE CON MEN SET/20,SE,2020-10-01,161.3,78.37746435213886,1.0,317.0,51.0,265.0
2065,2020-08-11,SE CON MEN SET/20,SE,2020-10-01,111.21,78.40032371189642,1.0,317.0,50.0,266.0
2066,2020-08-12,SE CON MEN SET/20,SE,2020-10-01,102.7,78.7803310613437,1.0,317.0,49.0,267.0
2067,2020-08-13,SE CON MEN SET/20,SE,2020-10-01,95.89,76.8534779434769,1.0,317.0,48.0,268.0
2068,2020-08-14,SE CON MEN SET/20,SE,2020-10-01,62.6,77.27653354632588,1.0,317.0,47.0,269.0
2069,2020-08-15,SE CON MEN SET/20,SE,2020-10-01,,75.06314201352102,1.0,317.0,46.0,270.0
2070,2020-08-16,SE CON MEN SET/20,SE,2020-10-01,,72.84975048071617,1.0,317.0,45.0,271.0
2071,2020-08-17,SE CON MEN SET/20,SE,2020-10-01,193.9,70.6363589479113,1.0,317.0,44.0,272.0
2072,2020-08-18,SE CON MEN SET/20,SE,2020-10-01,199.0,67.01221105527638,1.0,317.0,43.0,273.0
2073,2020-08-19,SE CON MEN SET/20,SE,2020-10-01,182.4,68.55450109649122,1.0,317.0,42.0,274.0
2074,2020-08-20,SE CON MEN SET/20,SE,2020-10-01,129.62,73.22048295016201,1.0,317.0,41.0,275.0
2075,2020-08-21,SE CON MEN SET/20,SE,2020-10-01,80.0,74.0854375,1.0,317.0,40.0,276.0
2076,2020-08-22,SE CON MEN SET/20,SE,2020-10-01,,74.22341943772672,1.0,317.0,39.0,277.0
2077,2020-08-23,SE CON MEN SET/20,SE,2020-10-01,,74.36140137545345,1.0,317.0,38.0,278.0
2078,2020-08-24,SE CON MEN SET/20,SE,2020-10-01,82.7,74.49938331318018,1.0,317.0,37.0,279.0
2079,2020-08-25,SE CON MEN SET/20,SE,2020-10-01,86.8,73.08273041474655,1.0,317.0,36.0,280.0
2080,2020-08-26,SE CON MEN SET/20,SE,2020-10-01,51.5,72.62458252427184,1.0,317.0,35.0,281.0
2081,2020-08-27,SE CON MEN SET/20,SE,2020-10-01,62.6,75.72651757188498,1.0,317.0,34.0,282.0
2082,2020-08-28,SE CON MEN SET/20,SE,2020-10-01,84.1,79.59571938168847,1.0,317.0,33.0,283.0
2083,2020-08-29,SE CON MEN SET/20,SE,2020-10-01,,80.82914234056466,1.0,317.0,32.0,284.0
2084,2020-08-30,SE CON MEN SET/20,SE,2020-10-01,,82.06256529944085,1.0,317.0,31.0,285.0
2085,2020-08-31,SE CON MEN SET/20,SE,2020-10-01,51.1,83.29598825831704,1.0,317.0,30.0,286.0
2086,2020-09-01,SE CON MEN OUT/20,SE,2020-11-01,127.5,100.9486274509804,1.0,292.0,60.0,231.0
2087,2020-09-02,SE CON MEN OUT/20,SE,2020-11-01,124.7,102.09550922213313,1.0,292.0,59.0,232.0
2088,2020-09-03,SE CON MEN OUT/20,SE,2020-11-01,222.3,97.87543859649124,1.0,292.0,58.0,233.0
2089,2020-09-04,SE CON MEN OUT/20,SE,2020-11-01,107.0,98.54009345794394,1.0,292.0,57.0,234.0
2090,2020-09-05,SE CON MEN OUT/20,SE,2020-11-01,,98.7878124264262,1.0,292.0,56.0,235.0
2091,2020-09-06,SE CON MEN OUT/20,SE,2020-11-01,,99.03553139490845,1.0,292.0,55.0,236.0
2092,2020-09-07,SE CON MEN OUT/20,SE,2020-11-01,,99.28325036339069,1.0,292.0,54.0,237.0
2093,2020-09-08,SE CON MEN OUT/20,SE,2020-11-01,182.6,99.53096933187295,1.0,292.0,53.0,238.0
2094,2020-09-09,SE CON MEN OUT/20,SE,2020-11-01,304.0,109.83310855263157,1.0,292.0,52.0,239.0
2095,2020-09-10,SE CON MEN OUT/20,SE,2020-11-01,316.9,110.90940359734934,1.0,292.0,51.0,240.0
2096,2020-09-11,SE CON MEN OUT/20,SE,2020-11-01,154.2,111.06712062256813,1.0,292.0,50.0,241.0
2097,2020-09-12,SE CON MEN OUT/20,SE,2020-11-01,,113.55588219561625,1.0,292.0,49.0,242.0
2098,2020-09-13,SE CON MEN OUT/20,SE,2020-11-01,,116.04464376866436,1.0,292.0,48.0,243.0
2099,2020-09-14,SE CON MEN OUT/20,SE,2020-11-01,254.6,118.53340534171248,1.0,292.0,47.0,244.0
2100,2020-09-15,SE CON MEN OUT/20,SE,2020-11-01,266.0,118.80697368421052,1.0,292.0,46.0,245.0
2101,2020-09-16,SE CON MEN OUT/20,SE,2020-11-01,155.3,111.41200901481004,1.0,292.0,45.0,246.0
2102,2020-09-17,SE CON MEN OUT/20,SE,2020-11-01,168.7,117.78583283935983,1.0,292.0,44.0,247.0
2103,2020-09-18,SE CON MEN OUT/20,SE,2020-11-01,182.9,119.66455440131222,1.0,292.0,43.0,248.0
2104,2020-09-19,SE CON MEN OUT/20,SE,2020-11-01,,126.93813384479832,1.0,292.0,42.0,249.0
2105,2020-09-20,SE CON MEN OUT/20,SE,2020-11-01,,134.21171328828441,1.0,292.0,41.0,250.0
2106,2020-09-21,SE CON MEN OUT/20,SE,2020-11-01,339.56,141.48529273177053,1.0,292.0,40.0,251.0
2107,2020-09-22,SE CON MEN OUT/20,SE,2020-11-01,227.6,166.61474077328646,1.0,292.0,39.0,252.0
2108,2020-09-23,SE CON MEN OUT/20,SE,2020-11-01,353.6,177.5610718325792,1.0,292.0,38.0,253.0
